,ZIPCODE,Population 25 years and over,Less than 9th grade,"9th to 12th grade, no diploma",High school graduate (includes equivalency),"Some college, no degree",Associate's degree,Bachelor's degree,Graduate or professional degree,Score
410,01906,20829,761,887,7852,3480,1964,3995,1890,4.178357098276442
411,01907,10556,164,177,1935,1620,732,3147,2781,5.192497158014399
412,01908,2833,25,55,569,458,146,857,723,5.1560183551006
413,01913,12363,133,616,3231,2177,1096,3078,2032,4.686402976623796
414,01915,29086,704,932,6497,4019,2537,8739,5658,4.911641339476036
415,01921,5700,33,100,639,748,548,1842,1790,5.52
416,01922,2269,46,74,261,387,193,896,412,5.178492728074041
417,01923,19854,280,782,4831,3237,2308,5114,3302,4.765941372015714
418,01929,2672,10,17,418,449,199,873,706,5.340194610778443
419,01930,23105,915,1178,6117,3797,2046,5428,3624,4.543432157541657
420,01937,174,10,30,87,28,0,19,0,3.2011494252873565
421,01938,9997,68,261,1977,1449,913,2920,2409,5.128038411523456
422,01940,9225,94,161,1576,1311,787,2969,2327,5.249430894308944
423,01944,3810,15,97,593,433,176,1276,1220,5.458267716535433
424,01945,14811,111,214,1278,1982,767,5717,4742,5.6466140031058
425,01949,6879,98,432,1943,1139,673,1733,861,4.526384648931531
426,01950,13575,159,228,2007,1788,978,4614,3801,5.375248618784531
427,01951,3013,25,53,448,484,286,1192,525,5.200132758048457
428,01952,6944,238,319,2032,1296,600,1695,764,4.41733870967742
429,01960,38654,2108,1731,12280,6070,3633,8566,4266,4.2974336420551555
430,01966,5747,51,90,1162,821,542,1836,1245,5.1230207064555415
431,01969,4590,0,139,1201,858,491,1094,807,4.788888888888889
432,01970,30148,1518,1270,7823,5643,1673,7414,4807,4.530880987130158
433,01982,5301,35,66,658,571,391,1915,1665,5.569703829466139
434,01983,4568,62,62,644,789,237,1351,1423,5.369089316987742
435,01984,2631,31,7,367,275,183,1039,729,5.510452299505891
436,01985,3148,22,34,458,452,347,1110,725,5.318297331639137
437,02019,12055,208,411,3577,2379,1461,2343,1676,4.510327664869349
438,02021,16635,291,350,2732,2454,1514,5018,4276,5.206672678088368
439,02025,5667,51,72,787,546,238,2108,1865,5.581965766719605
440,02026,18604,439,605,3906,2902,1210,5061,4481,4.9859170070952485
441,02030,3811,15,59,239,231,135,1229,1903,6.072946733140908
442,02032,3136,31,12,659,376,220,987,851,5.266262755102041
443,02035,12456,257,523,2346,2047,908,3773,2602,4.971178548490687
444,02038,21462,130,468,4005,2973,1810,7085,4991,5.19383095704035
445,02043,16000,56,166,1966,1636,974,5802,5400,5.644500000000001
446,02045,8404,77,222,2064,1450,818,2334,1439,4.840552118039028
447,02047,77,0,0,0,46,20,0,11,4.688311688311688
448,02048,16197,117,239,2994,2522,1460,5015,3850,5.186454281657097
449,02050,18091,124,657,3681,3611,1824,5206,2988,4.875186556851474
450,02052,7970,52,66,708,806,580,2740,3018,5.771392722710163
451,02053,8933,157,265,1433,1203,664,3219,1992,5.191536997649166
452,02054,5824,41,116,1114,871,528,2007,1147,5.118475274725275
453,02056,8074,181,451,1482,1012,640,2647,1661,4.989596234827842
454,02061,7364,93,112,999,736,503,2934,1987,5.470668115154806
455,02062,21398,457,674,4757,3563,1777,6621,3549,4.850079446677259
456,02066,12921,117,261,1769,2038,1129,4357,3250,5.311895364135903
457,02067,12285,180,163,764,1376,764,3766,5272,5.830036630036631
458,02071,1395,131,126,429,302,117,229,61,3.773476702508961
459,02072,20804,944,963,5414,3727,2022,4921,2813,4.486973658911747
460,02081,13123,299,400,2559,2002,942,4496,2425,4.987045645050674
461,02090,10769,76,258,1149,986,770,3890,3640,5.632184975392329
462,02093,7846,49,181,1611,1105,879,2664,1357,5.039765485597756
463,02108,3137,9,107,162,160,48,1194,1457,6.04144086707045
464,02109,3437,84,121,287,322,114,1377,1132,5.595286587139947
465,02110,2067,0,34,79,158,86,584,1126,6.169811320754716
466,02111,5543,993,367,781,284,122,1330,1666,4.592819772686271
467,02113,6221,113,158,514,473,153,3280,1530,5.628998553287253
468,02114,11247,170,381,599,758,196,4180,4963,5.918200408997955
469,02115,11277,752,585,1337,992,513,3494,3604,5.201560698767402
470,02116,17996,942,449,1413,1170,377,6082,7563,5.672204934429873
471,02118,21312,2053,1179,3097,1987,782,5445,6769,4.95556493993994
472,02119,18139,2265,2306,4526,3618,755,3152,1517,3.7616737416616135
473,02120,7184,483,709,1410,1299,348,1510,1425,4.468541202672606
474,02121,18536,2115,1727,6896,3409,1234,2007,1148,3.5682455761760896
475,02122,18018,2068,1849,5245,3043,854,3311,1648,3.848651348651349
476,02124,37459,3383,3428,11495,7053,2349,6298,3453,3.914680050188206
477,02125,23283,2419,1728,5917,3388,1307,5463,3061,4.20555770304514
478,02126,20549,1468,1695,7305,4706,1694,2167,1514,3.779599980534332
479,02127,29714,1353,1141,4727,2369,1333,12433,6358,5.15114087635458
480,02128,32937,6989,2832,9728,3623,1140,5507,3118,3.549108904879011
481,02129,14658,738,495,1993,1165,411,5178,4678,5.337426661208896
482,02130,31126,1412,1088,4205,3265,979,8955,11222,5.347362333740282
483,02131,24362,1185,1281,5319,4530,1416,5666,4965,4.665257368032181
484,02132,21858,800,765,4182,2598,1395,5857,6261,5.087931192240827
485,02134,13182,569,450,1535,1111,518,4793,4206,5.409497800030345
486,02135,33905,1444,1150,4152,3462,1190,13462,9045,5.311458486948828
487,02136,22992,1359,1870,5955,5277,1837,4283,2411,4.1680584551148225
488,02138,23030,181,298,1129,1155,397,6689,13181,6.216673903603994
489,02139,26211,625,694,2113,2263,554,8084,11878,5.792377246194346
490,02140,15939,465,446,2101,1311,333,4071,7212,5.613840266014179
491,02141,10508,678,416,1366,741,199,2803,4305,5.378759040730872
492,02142,2440,5,0,107,30,58,718,1522,6.43360655737705
493,02143,20658,879,643,2390,1222,447,7588,7489,5.538241843353664
494,02144,19094,412,597,2089,1354,518,7327,6797,5.625851052686707
495,02145,19785,1545,1354,4305,2817,876,5094,3794,4.545766995198383
496,02148,43855,3563,2344,12518,6630,2855,9435,6510,4.304640291870939
497,02149,30266,3306,2475,10630,5725,2009,3969,2152,3.6994977862948524
498,02150,26262,5454,2484,8773,3834,1127,2916,1674,3.309953545046074
499,02151,39275,4542,2396,15780,6266,1988,5381,2922,3.6770973901973267
500,02152,14227,225,503,4525,2712,1035,3365,1862,4.502214099950798
501,02155,42191,1311,1816,8848,5459,2471,11087,11199,4.991419971083881
502,02163,1902,0,0,0,35,23,1209,635,6.284963196635121
503,02169,43314,2144,2094,11003,5792,3164,11739,7378,4.626887380523619
504,02170,14540,1313,1070,2997,2077,1091,3910,2082,4.418225584594222
505,02171,14333,981,699,2951,1718,849,4166,2969,4.753226819228354
506,02176,20292,311,650,3228,2820,1431,6213,5639,5.247437413759117
507,02180,16770,428,553,4163,2625,1526,4414,3061,4.774239713774598
508,02184,26409,614,920,6901,4369,2244,7050,4311,4.707864743080012
509,02186,17650,314,529,2382,2462,1205,5477,5281,5.338243626062323
510,02188,11673,206,536,3105,2233,985,3077,1531,4.594277392272765
511,02189,10616,267,720,3158,2182,1133,2219,937,4.280990957045969
512,02190,12715,287,469,3423,2168,1428,3352,1588,4.6035391270153365
513,02191,6321,88,220,1872,1179,571,1632,759,4.559405157411802
514,02199,1024,10,0,35,32,10,519,418,6.1845703125
515,02203,25,0,0,0,25,0,0,0,4.0
516,02210,2799,0,0,68,231,85,1263,1152,6.143265451947125
517,02215,9148,165,264,585,722,156,3014,4242,5.891342369916922
518,02301,40310,4389,4195,12905,7936,3425,5398,2062,3.6513272140907964
519,02302,21973,1159,1560,8151,4949,2145,2633,1376,3.853957129204023
520,02322,3367,87,239,1305,596,228,724,188,4.058212058212058
521,02324,16575,265,719,4643,3506,1626,3954,1862,4.49737556561086
522,02330,8231,241,580,3139,1716,866,1033,656,3.9851779856639533
523,02332,10607,29,82,1091,1174,721,4336,3174,5.65673611765815
524,02333,9739,174,263,3067,2389,1002,1634,1210,4.388643597905329
525,02338,5357,30,184,2057,856,601,907,722,4.385663617696472
526,02339,9572,94,277,2118,1460,930,2889,1804,4.9575846218136235
527,02341,7589,62,305,2311,1668,798,1748,697,4.4319409671893535
528,02343,7441,89,232,2265,2007,862,1175,811,4.3560005375621556
529,02346,18077,280,511,6109,3608,2438,3355,1776,4.359849532555181
530,02347,8079,175,278,2151,1481,902,1907,1185,4.623715806411685
531,02351,11444,195,387,3021,2254,1270,3118,1199,4.587469416288012
532,02356,8582,107,177,1621,1356,775,2759,1787,5.09042181309718
533,02357,113,0,7,0,21,0,6,79,6.079646017699115
534,02359,12726,216,365,3779,2002,1460,3301,1603,4.606160616061606
535,02360,43883,658,1439,12456,8477,4852,10001,6000,4.582138869266003
536,02364,9204,132,316,2405,1370,935,2751,1295,4.7484789222077355
537,02366,185,23,9,84,40,8,13,8,3.3891891891891897
538,02367,2197,9,94,792,345,244,488,225,4.404187528447883
539,02368,24333,1510,1965,7228,4636,2445,4464,2085,4.079727119549583
540,02370,12792,238,490,4411,2703,1176,2658,1116,4.291979362101314
541,02375,6988,151,276,1668,1085,800,1894,1114,4.7522896393817975
542,02379,5026,78,189,1648,872,472,1114,653,4.477317946677278
543,02382,10009,165,441,3292,1966,1215,2171,759,4.316215406134479
544,02420,9880,58,143,604,558,338,2698,5481,6.136943319838057
545,02421,13106,79,108,1021,711,451,3751,6985,6.093239737524797
546,02445,14414,170,174,870,950,377,4518,7355,6.063965589010685
547,02446,20876,365,410,980,1033,499,6360,11229,6.108210385131252
548,02451,14296,369,366,3120,1837,1195,4063,3346,5.007274762171236
549,02452,9026,223,332,1808,1262,623,2507,2271,5.031353866607578
550,02453,19094,1209,809,3723,2182,1013,5755,4403,4.877972137844349
551,02457,8,0,0,0,8,0,0,0,4.0
552,02458,8975,340,52,1139,719,381,2877,3467,5.590306406685237
553,02459,12766,16,52,598,685,339,3984,7092,6.2585774714084295
554,02460,6480,119,58,737,508,184,1866,3008,5.810185185185185
555,02461,5284,57,56,156,522,82,1591,2820,6.135692657077971
556,02462,1071,4,25,90,97,24,299,532,5.929038281979459
557,02464,2389,29,94,316,333,129,678,810,5.3913771452490575
558,02465,8206,128,141,1054,572,436,2171,3704,5.726785279064099
559,02466,5269,118,104,671,310,210,1399,2457,5.735813247295502
560,02467,10760,194,79,670,785,570,2972,5490,6.005018587360594
561,02468,3892,56,33,91,178,71,1207,2256,6.29393627954779
562,02472,27638,614,805,4335,2634,1511,8783,8956,5.380635357117013
563,02474,20645,276,302,2440,1924,912,6403,8388,5.6958101235165906
564,02476,12532,294,243,1599,1113,493,3734,5056,5.6088413661027765
565,02478,17931,289,348,1776,1607,830,4390,8691,5.803803468852825
566,02481,9153,66,92,348,526,244,3272,4605,6.171200699224298
567,02482,7078,77,72,600,439,225,2382,3283,5.9586041254591695
568,02492,13421,104,200,1159,918,573,4280,6187,5.924074212055734
569,02493,7590,31,46,717,389,165,2391,3851,6.055072463768116
570,02494,6829,46,108,990,466,405,1908,2906,5.69790598916386
571,02532,9786,137,359,3188,1958,872,1958,1314,4.450950337216431
572,02534,512,28,27,220,70,16,75,76,4.0703125
573,02535,1016,2,4,140,178,58,361,273,5.422244094488189
574,02536,14483,252,822,4203,2758,1311,2939,2198,4.495753642201201
575,02537,4677,26,75,608,905,452,1534,1077,5.264699593756681
576,02538,2620,69,117,1245,586,265,205,133,3.7664122137404576
577,02539,2782,155,101,806,475,205,695,345,4.415887850467289
578,02540,6741,56,282,1042,1036,390,1730,2205,5.2892745883400085
579,02542,467,0,0,108,156,14,132,57,4.730192719486081
580,02543,615,0,15,35,51,7,278,229,5.926829268292683
581,02553,97,0,0,14,0,47,36,0,5.082474226804123
582,02554,7845,63,317,1459,1476,527,2311,1692,5.012492033142129
583,02556,2219,4,15,438,277,154,716,615,5.329878323569176
584,02557,3422,16,37,757,824,339,806,643,4.876972530683811
585,02558,897,33,41,254,237,174,158,0,4.061315496098105
586,02559,3219,47,8,835,733,442,691,463,4.689965827896862
587,02561,244,0,0,32,20,57,135,0,5.209016393442623
588,02562,2282,8,42,550,492,369,480,341,4.742331288343558
589,02563,7243,166,130,1465,1348,659,2143,1332,4.9275162225597136
590,02564,168,0,0,17,18,0,70,63,5.857142857142858
591,02568,3176,54,176,957,623,174,629,563,4.519521410579346
592,02571,7858,309,302,2734,1707,752,1320,734,4.169127004326802
593,02575,2287,0,23,425,505,60,679,595,5.194578049846961
594,02576,3198,100,292,1185,612,284,542,183,3.9524702939337084
595,02584,12,0,0,0,0,0,0,12,7.0
596,02601,10811,324,878,4481,2086,1100,1223,719,3.8606974377948386
597,02630,1637,62,56,127,388,149,452,403,5.122174709835065
598,02631,7688,52,150,1574,1398,606,2179,1729,5.056321540062434
599,02632,7754,97,124,1648,1682,823,1892,1488,4.887799845241166
600,02633,3441,61,50,399,466,359,1248,858,5.379540831153735
601,02635,2432,17,26,380,311,259,836,603,5.339226973684211
602,02637,137,0,15,0,15,14,24,69,5.744525547445256
603,02638,2753,26,155,533,367,257,672,743,5.056665455866328
604,02639,2356,3,72,819,497,233,424,308,4.4384550084889645
605,02641,182,0,0,8,33,16,79,46,5.670329670329671
606,02642,3932,37,110,854,609,316,1086,920,5.033316378433367
607,02643,0,0,0,0,0,0,0,0,
608,02644,3097,10,84,796,985,371,521,330,4.45495640942848
609,02645,7411,82,145,1681,1508,493,2038,1464,4.909998650654432
610,02646,1564,33,23,254,224,168,396,466,5.252557544757034
611,02647,74,0,0,9,0,12,41,12,5.635135135135135
612,02648,5101,59,152,1304,1064,454,1227,841,4.714761811409527
613,02649,10723,193,186,2537,2250,1298,2690,1569,4.736454350461624
614,02650,767,4,15,224,73,42,232,177,5.005215123859191
615,02651,0,0,0,0,0,0,0,0,
616,02652,629,21,34,142,148,0,134,150,4.707472178060414
617,02653,4906,32,38,857,805,364,1610,1200,5.254586220953934
618,02655,2798,21,37,668,487,187,823,575,4.983917083631165
619,02657,2691,69,94,511,551,155,716,595,4.916387959866221
620,02659,790,0,19,137,164,112,226,132,4.993670886075949
621,02660,5096,38,205,1612,1121,346,1114,660,4.474489795918368
622,02663,94,0,0,0,0,25,0,69,6.468085106382978
623,02664,6944,84,240,2305,1467,739,1144,965,4.415466589861751
624,02666,451,35,6,85,50,0,214,61,4.906873614190687
625,02667,2604,34,140,561,364,152,847,506,4.929723502304148
626,02668,2133,10,28,436,472,203,520,464,4.990623534927333
627,02669,85,0,0,47,0,10,8,20,4.458823529411765
628,02670,1061,0,19,248,145,130,291,228,5.046182846371348
629,02671,784,2,0,116,134,86,231,215,5.366071428571428
630,02672,233,0,0,45,20,0,118,50,5.463519313304721
631,02673,6515,142,341,1834,1448,682,1285,783,4.408135072908673
632,02675,5331,62,75,1049,915,490,1544,1196,5.084411930219471
633,02702,3104,99,110,880,549,394,722,350,4.480347938144329
634,02703,31522,1153,2132,9016,5749,3277,7035,3160,4.320030454920373
635,02713,40,0,7,6,1,2,15,9,4.975
636,02715,2492,63,40,947,389,276,443,334,4.380417335473515
637,02717,3646,196,193,1176,666,376,757,282,4.16072408118486
638,02718,4689,412,537,1266,920,311,951,292,3.896139901898059
639,02719,11681,651,534,3699,2585,965,2098,1149,4.161629997431726
640,02720,22067,2628,2012,6689,4197,1817,3229,1495,3.735487379344723
641,02721,17589,2954,2513,5803,2771,1606,1416,526,3.2225254420376377
642,02723,9855,1523,973,3965,1543,797,790,264,3.258143074581431
643,02724,12651,2339,1688,4189,2206,638,962,629,3.199035649355782
644,02725,1974,259,106,511,596,125,271,106,3.7391084093211755
645,02726,11964,438,782,3804,2379,1351,2242,968,4.171932464058843
646,02738,3695,134,88,882,442,225,991,933,4.959675236806495
647,02739,4768,24,65,972,753,598,1278,1078,5.093540268456376
648,02740,29477,4093,2906,9535,4692,2417,3749,2085,3.6113580079383922
649,02743,7755,659,614,2974,1249,673,1173,413,3.752288845905867
650,02744,7448,1593,1013,2250,1187,405,749,251,3.140843179377014
651,02745,17854,1977,1375,6382,3053,1607,2340,1120,3.696650610507449
652,02746,9773,1836,1315,3874,1382,592,571,203,3.010641563491251
653,02747,14318,1329,961,4406,2436,1269,2328,1589,4.026330493085626
654,02748,8713,736,490,2106,1217,653,1773,1738,4.472741879949501
655,02760,18883,548,756,4744,3923,1615,4547,2750,4.585659058412329
656,02762,6633,54,128,1709,1240,775,1626,1101,4.784411276948591
657,02763,1228,0,0,92,242,206,379,309,5.464983713355049
658,02764,2970,74,115,930,691,352,292,516,4.371043771043771
659,02766,12621,138,432,3297,2462,1220,3443,1629,4.666983598763965
660,02767,10254,152,495,2812,1734,951,2480,1630,4.6380924517261555
661,02769,8417,232,178,1958,1669,831,2101,1448,4.756445289295473
662,02770,3621,51,189,928,409,394,985,665,4.8008837337752
663,02771,11417,279,603,2808,2328,1047,2770,1582,4.567749846719804
664,02777,12410,801,796,4228,2124,1568,1628,1265,4.031909750201451
665,02779,4589,62,121,1495,806,574,901,630,4.510568751361952
666,02780,34949,2602,2689,11618,7215,3502,5123,2200,3.872557154711151
667,02790,11740,746,766,3053,2059,940,2277,1899,4.37206132879046
668,02791,300,0,0,28,48,0,89,135,5.85
669,02802,398,35,45,191,65,10,35,17,3.3592964824120606
670,02804,1418,15,41,412,435,100,237,178,4.401269393511988
671,02806,11162,116,267,1278,1225,686,3627,3963,5.582960043003046
672,02807,674,9,10,122,165,61,183,124,4.9347181008902075
673,02808,1731,0,272,565,394,95,287,118,3.9503177354130563
674,02809,14844,800,1277,3431,2593,1119,3138,2486,4.4357316087308005
675,02812,806,0,72,153,82,56,230,213,5.064516129032258
676,02813,5838,118,293,1466,1121,669,1237,934,4.606200753682768
677,02814,5652,65,316,1746,1202,556,1072,695,4.391365888181174
678,02815,134,0,0,0,0,0,66,68,6.507462686567164
679,02816,23907,647,1364,7764,4781,2882,4196,2273,4.236750742460368
680,02817,4272,41,117,1193,551,561,944,865,4.817883895131087
681,02818,13307,145,378,2281,1902,1015,4068,3518,5.2198842714360865
682,02822,4551,49,325,1058,649,366,1377,727,4.7571962206108545
683,02825,4012,52,148,1063,1073,280,833,563,4.528414755732801
684,02826,444,0,12,179,76,14,99,64,4.452702702702703
685,02827,1601,49,90,490,356,166,303,147,4.2473454091193
686,02828,5953,77,369,1621,1296,655,1150,785,4.456912481101965
687,02830,4132,71,121,1123,853,542,826,596,4.581800580832526
688,02831,2476,43,86,709,525,190,646,277,4.526252019386106
689,02832,3165,48,39,840,745,438,683,372,4.587045813586098
690,02833,878,45,60,337,86,60,244,46,4.1070615034168565
691,02835,4101,20,87,526,625,195,1607,1041,5.407461594732992
692,02836,160,0,0,77,0,43,0,40,4.5375
693,02837,2826,20,61,442,464,373,845,621,5.168435951875443
694,02838,2383,116,137,998,302,264,341,225,4.0004196391103655
695,02839,1535,107,346,483,272,91,54,182,3.5107491856677524
696,02840,16522,475,553,3160,2650,859,5393,3432,4.983537102045758
697,02841,982,0,0,3,201,75,531,172,5.6802443991853355
698,02842,11658,355,505,2702,2026,983,3046,2041,4.722336592897581
699,02852,15897,325,416,3275,2841,1479,4208,3353,4.935522425614896
700,02857,6482,0,238,1631,1201,695,1665,1052,4.782783091638383
701,02858,551,13,0,26,293,106,113,0,4.4845735027223235
702,02859,5305,140,411,1728,947,679,1128,272,4.147219604147032
703,02860,31329,3891,3125,9987,5731,2396,3702,2497,3.661048868460532
704,02861,18637,1160,1656,6283,3922,1687,2559,1370,3.8841015184847345
705,02863,11592,2631,1690,4359,1486,501,628,297,2.87991718426501
706,02864,25123,1174,1325,6369,4526,2126,6149,3454,4.487401982247343
707,02865,12281,455,496,2871,2140,1243,3175,1901,4.656949759791548
708,02871,12136,185,527,2384,1986,870,3437,2747,4.988134475939354
709,02872,252,0,42,63,20,16,90,21,4.444444444444444
710,02873,148,0,0,30,14,19,35,50,5.412162162162162
711,02874,4087,49,103,611,423,363,1437,1101,5.364325911426474
712,02875,364,0,0,39,58,92,142,33,5.197802197802199
713,02876,173,0,0,79,39,0,37,18,4.283236994219653
714,02878,12195,378,655,3889,2112,1118,2397,1646,4.37039770397704
715,02879,14854,116,601,2998,2451,950,4153,3585,5.0409990574929315
716,02881,1668,13,45,137,274,43,538,618,5.622901678657074
717,02882,9077,68,209,1480,1526,597,2824,2373,5.240718298997466
718,02885,8176,314,609,2099,1467,797,1861,1029,4.409368884540117
719,02886,21554,736,1107,6050,3816,2251,5008,2586,4.443212396770901
720,02888,14467,467,785,4095,2818,1766,2873,1663,4.375682587958803
721,02889,20209,484,1325,6087,4360,2447,3767,1739,4.247859864416844
722,02891,15562,558,822,4290,3149,1463,3226,2054,4.415692070427966
